Species,Lucerne,Lucerne,Lucerne,Lucerne,Ryegrass,Ryegrass,Ryegrass,Ryegrass
2012-07-15,0.3632154072490242,0.2949203184503648,0.28550030620227385,0.2560627679269897,0.7066953337604786,0.7090503368225013,0.7090503368225013,0.7090503368225013
2012-07-16,0.374622361761368,0.303840042279566,0.29407696373035186,0.26356734326405795,0.7160438904660836,0.7184846601033872,0.7184846601033872,0.7184846601033872
2012-07-17,0.3811786187074631,0.30896673944042236,0.29900648023117526,0.26788067020227846,0.7214170634519812,0.7239071282542928,0.7239071282542928,0.7239071282542928
2012-07-18,0.38836797509220783,0.3145884918014257,0.3044120113475247,0.27261050992908414,0.7273090923688019,0.7298532124822772,0.7298532124822772,0.7298532124822772
2012-07-19,0.3939424025146715,0.31894744256786356,0.30860331016140724,0.27627789639123135,0.7318776080759339,0.734463641177548,0.734463641177548,0.734463641177548
2012-07-20,0.3979839937443889,0.3221077845820786,0.31164210055969094,0.2789368379897296,0.7351898896100633,0.73780631061566,0.73780631061566,0.73780631061566
2012-07-21,0.4041409514594694,0.3269222477577806,0.316271392074789,0.2829874680654404,0.7402358173615202,0.742898531282268,0.742898531282268,0.742898531282268
2012-07-22,0.4103537322578328,0.3317803620662753,0.320942655832957,0.2870748238538374,0.7453274948579232,0.7480369214162528,0.7480369214162528,0.7480369214162528
2012-07-23,0.4152037730819257,0.3355728751918818,0.32458930306911704,0.29026564018547746,0.7493023403453376,0.7520482333760288,0.7520482333760288,0.7520482333760288
2012-07-24,0.4198095058238834,0.3391743504186757,0.3280522600179575,0.2932957275157128,0.7530769634195738,0.7558574860197533,0.7558574860197533,0.7558574860197533
2012-07-25,0.4256965425127348,0.343777747528755,0.3324786033930337,0.2971687779689045,0.7579016776984067,0.7607264637323371,0.7607264637323371,0.7607264637323371
2012-07-26,0.4294025385005956,0.34667566920347337,0.33526506654180127,0.29960693322407617,0.7609389225305634,0.7637915731959815,0.7637915731959815,0.7637915731959815
2012-07-27,0.43517530205425503,0.35118970987701154,0.3396054902663572,0.30340480398306263,0.7656699843903294,0.7685660392929929,0.7685660392929929,0.7685660392929929
2012-07-28,0.44211115596667777,0.3566132347408608,0.3448204180200585,0.30796786576755125,0.7713542556418639,0.7743024598220645,0.7743024598220645,0.7743024598220645
2012-07-29,0.4504255116651223,0.36311468581332873,0.35107181328204684,0.31343783662179103,0.7781682764774311,0.7811789946102516,0.7811789946102516,0.7811789946102516
2012-07-30,0.45972826430876085,0.3703890187076025,0.3580663641419255,0.31955806862418484,0.7857923369146987,0.7888730005561181,0.7888730005561181,0.7888730005561181
